LIPID,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM(d18:1/18:0),19.11683743,19.4357002,19.36693796,18.98561161,18.91319184,19.49323163,18.47300895,18.91171188,19.29197189,18.53152607,18.20315799,19.4298249,18.33278036,18.55609725,18.94961304,18.29358014,19.07178936,18.33484203,19.18670098,18.81818284,18.90040472,18.1654036,18.99676142,18.98158754,18.46302783,17.83849059,18.00075253,18.57494034,18.65553631,18.19441147,18.68971864,19.44164859,18.65314001,18.88804629,19.36258206,19.89746904,18.64249988,18.40460392,19.29571721,19.2490533,18.61155781,19.45585465,18.69970582,19.27850304,19.50670719,19.21418833,18.92776444,19.18262085,18.27144451,18.99171876,18.14772133,17.95481338,19.24230452,19.00118831,18.33735057,19.13891118,18.27847456,18.55775846,18.18723839,18.60447293,19.07460495,18.87197507,19.51722988,19.32225717,19.93362683,19.59794646,18.74664294,18.2928162,18.73289033,19.25539222,19.18747024,18.67897725,19.22377187,18.64160917,18.94548956,18.27216466,18.45124924,19.10993009,18.20154857,18.3564165,18.3929652,18.8997529,18.38684213,19.11851466,18.34784882,18.83216915,18.05755853,18.74572534,18.83375632,19.15890245,19.56692308,18.89642108,19.43618599,20.01363307,19.15650079,19.45784848,18.62877404,18.58946715,19.41584842,18.47746507,18.71457469,19.18964812,19.2756867,18.41795022,18.53527186,19.19317888,18.24590349,19.17566074,18.58966344,19.06350172,19.02219014,18.52710889,18.26548945,19.03152963,19.17012223,19.04256883,18.4566645,18.96965967,18.38066931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM(d18:1/22:0),19.24752755,18.74969422,18.89175124,19.27405876,19.42341886,19.18053175,19.18642944,19.21732391,18.81217582,19.08801242,18.65637912,18.46528184,18.82687901,18.86692297,18.37239049,18.62393651,18.29981013,18.68971864,18.47406133,18.61106176,18.20117387,18.67505337,18.34671745,18.08729058,18.98252951,18.52030976,18.47690659,18.26064959,18.22251552,17.96365245,19.16564911,19.39787073,19.15997507,19.21527306,18.51702991,19.15093556,18.8953151,19.34348638,18.72945555,18.70729656,18.93694435,18.87932325,19.17586871,18.69132592,18.7446383,18.66332194,18.41235681,18.68943459,18.86985062,18.38753409,18.85671151,18.68971864,18.67977097,18.86853383,18.82584208,18.5296554,18.68971864,18.52029,18.79998419,18.64913628,19.10220092,19.04604266,19.00378489,19.04557783,19.0720635,18.8627211,19.16803168,18.90346291,19.20459485,18.36902349,18.38556108,18.62853821,18.5326876,19.02628874,18.19332125,18.8777993,18.69202384,18.47227069,18.87534606,18.98572118,18.60408681,18.73583087,18.76294331,18.42263437,18.73193863,18.2296393,18.68971864,18.09570644,18.97823239,18.92531606,19.14690118,19.43331974,18.96276772,19.03787527,18.91492304,18.87445243,19.00515111,19.00252568,18.79875645,18.59515277,18.74964086,18.40129791,18.68971864,18.98769247,18.91121478,18.28531601,18.7166765,18.79464594,18.78618604,18.30088957,18.31589133,19.06157107,18.62478771,18.86798087,18.10901982,18.41780086,18.92157704,18.58452837,18.88419085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM(d18:1/24:0),22.63159116,22.04074844,22.14035103,22.57517717,22.53172097,22.34862169,22.32730151,22.36703168,22.13084832,22.41911847,21.71318442,21.70517369,22.08438554,22.36576969,21.53490276,22.12908481,21.68595115,22.08187069,21.79431999,21.90577155,21.32597146,22.14567847,21.71363942,21.38331652,21.9371263,21.69941351,21.92113196,21.68109086,21.60543685,21.30831591,22.33770374,22.4967948,22.41940143,22.68139272,21.76581976,22.49631347,22.20780858,22.40250866,21.84548862,22.06991041,22.11981171,22.0393064,22.55668955,22.03718676,22.26329998,22.08777656,21.34705961,21.89210969,21.84652936,21.61275725,22.12944134,21.85112456,21.97576331,22.20581322,22.07927312,21.86284001,22.00691533,21.78264852,22.03401722,22.27402465,22.6016041,22.16525423,22.20506103,22.42475537,22.1175828,22.20345916,22.43065627,22.12180316,22.40116759,21.73039558,21.87878127,21.9756651,21.98426422,22.27553921,21.48833087,21.86147977,22.19762758,21.63661256,22.06880196,21.8657474,22.09140126,21.74082479,21.90971504,21.65114817,22.00048753,21.67959196,22.00774212,21.56556512,22.32720444,22.02851613,22.26106686,22.46800405,22.29695336,22.19090476,22.33555418,22.0589491,21.10282146,22.44975475,22.11845946,21.9590562,22.20506133,21.82404242,21.85802306,22.24933044,22.10770281,21.72346664,21.87939969,21.93544132,22.09147267,21.6881522,21.57451073,22.10371828,21.69700563,22.17036576,21.47830618,21.63651231,21.95213498,21.77542827,22.15929751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM(d18:1/24:1),23.26482071,22.95092831,22.85612452,23.30759777,23.23793911,23.02928994,22.99358914,23.13985079,22.89921355,22.96779541,22.94742663,22.64301871,22.89119209,22.9391256,22.86973536,23.02538678,22.72759196,22.82745283,22.7145805,22.71222014,22.43957146,22.67305789,22.55469059,22.66742219,23.10328328,22.68906689,22.52628543,22.52838219,22.51908296,22.35587406,23.12062302,23.29386119,23.35710406,23.25734973,22.98988054,22.86587204,23.11254091,23.06106634,22.97801253,22.99506838,22.89237325,22.844995,23.45943006,22.81422181,23.0532675,22.85669602,22.29106716,22.65361785,22.59779569,22.63730836,23.08332634,23.03834104,22.73034679,22.94620384,22.78570817,22.70703741,22.93252797,22.50491058,22.59712901,22.60159931,23.10775964,23.2107474,22.94694595,22.93950416,22.86798692,23.07613984,22.95038999,23.19164057,23.2316575,22.79847415,22.64917872,23.10078677,22.91526648,22.94845959,22.38232468,22.73701844,23.09036908,22.64473406,22.87832346,22.71378339,22.62904939,22.76383223,22.75210528,22.60237756,22.78675241,22.43551838,22.7194236,22.58452725,22.88695209,22.88847641,23.17072709,23.26174135,23.16303876,23.27143974,23.02017395,23.03184505,23.1147453,23.21257702,22.86710435,23.07597187,22.91981223,22.55661018,22.9581818,23.16047995,23.12575635,22.64283449,22.6609466,22.83941585,22.90310307,22.59920415,22.53699582,22.86999754,22.89815406,22.96064177,22.43300951,22.32625003,22.94399252,22.49230966,22.8331701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM(d18:2/16:0),21.04089166,20.58087703,20.36673595,20.57798872,20.60644635,20.70657797,20.36185336,20.67369071,20.42397537,20.32943901,20.49891194,20.36642009,20.10101589,20.13866606,20.40015771,20.13101729,20.20721013,19.94602259,20.2842041,20.23486419,20.16117819,19.84549732,20.01169409,20.0212584,20.14611977,19.76116396,19.66462734,20.01459502,19.88372641,19.82355663,20.42929134,20.76859992,20.71547514,20.47808589,20.79468551,21.08477034,20.51101048,20.49695573,20.55513005,20.55285049,20.15712926,20.34514703,20.48720454,20.42698238,20.6569821,20.39240563,20.15104477,20.14800688,19.91480556,20.06089543,20.13278309,20.17343263,20.43106981,20.41984942,19.98249766,19.95433096,20.00336809,19.9086881,19.64062758,19.74274595,20.46424371,20.23879564,20.43236887,20.69134271,20.48786018,20.55927054,20.55540184,20.80285919,20.65357545,20.56059084,20.50492142,20.65422739,20.54436266,20.08714387,19.93494702,19.80059386,20.17645165,20.00600957,20.08451531,19.84986604,19.50526238,20.28083946,19.95242969,19.94855472,19.75266888,19.97846905,19.65529437,20.12776678,20.41109043,20.81191372,20.75557941,20.63630388,20.96658211,20.80097849,20.53684468,20.54603865,20.31693764,20.46748973,20.58037903,20.44731732,20.10762579,20.48903366,20.53041312,20.35047824,20.27531413,20.26946467,19.87879938,20.30762699,20.09740097,20.06546821,20.01038301,20.121005,19.96609503,20.47784586,19.98224885,19.75953149,19.87872923,19.62471281,20.0115847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(12:0/12:0/14:0),16.81029051,15.02892667,15.91101454,15.96147952,16.2482354,15.33793832,15.50530839,14.97409536,16.13523639,14.95665594,15.95671927,15.80248332,16.28596309,15.54948082,15.76774481,16.22590074,16.89011145,16.28187047,16.28944847,16.44629376,16.66536226,16.31775972,16.43069554,16.26649446,16.04029454,16.52981949,16.58178333,16.96566069,16.51307212,16.92123178,14.9151588,16.28503998,15.50185309,16.01585326,15.26509783,16.78467338,15.13815207,15.04723711,15.89185496,14.85025667,15.71385141,17.28126392,18.06123442,17.84530983,17.17746633,16.16639395,17.33487167,17.00583452,16.83141219,15.93911676,16.42412159,16.54235863,16.50901711,16.61357895,16.31611309,16.35499566,16.37377343,16.68605295,16.83199282,16.2209344,16.02779667,16.28297609,15.14685955,16.50295952,16.12575581,14.5442901,15.30114715,15.33831663,15.17470232,15.10297684,15.81631312,18.26341373,15.8311732,15.08744086,17.63092826,16.70790695,16.33569289,16.66114792,16.01809087,16.36604791,15.93072052,17.09384721,16.17045278,16.21296036,16.59085142,16.85826006,17.35352978,17.34800425,16.86764809,17.56663133,15.42587485,15.45681458,16.45624466,15.51481444,15.91595837,15.62915582,15.39211637,15.24893145,15.3916704,16.34485665,17.46893473,16.89114287,17.12869486,16.58801956,16.09598813,15.71476905,17.31814301,16.78225439,16.017068,16.47923217,16.41057417,16.35350968,16.56037058,17.05412258,16.84587033,16.50457701,16.35960619,16.1872948,16.55409301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(12:0/14:0/14:0),17.04729853,15.70680618,16.21285156,16.44253582,16.42178856,16.2293168,16.42262657,16.14831833,16.67050138,16.28573226,17.03313003,16.92750974,17.14435488,16.81401866,16.94814154,17.6772479,17.77385436,17.62953783,17.71669064,17.59798537,17.77812329,17.80972696,17.7258003,17.73958956,17.34976749,17.50928145,17.58547296,17.88165591,17.50820388,17.84658641,15.83769024,16.5826973,15.70001962,16.25060109,15.73550214,16.70892172,16.01135119,16.08909099,16.85265153,16.38629427,16.70422183,17.50989647,17.94665881,17.87299915,17.16510144,17.58898656,17.88167271,17.64670113,17.53384788,17.31950752,17.76406755,17.91678202,17.9680964,17.98737738,17.80377272,17.25474536,17.72413201,17.99287916,18.08720007,17.6669185,16.35520567,16.66909239,15.64250606,16.83809436,16.20739986,15.97633627,16.66923459,16.61555704,16.23080058,17.10779803,17.09848622,18.11812762,17.17070195,16.70590554,18.24388598,17.76013802,17.7362638,17.71718616,17.19937995,17.93302848,17.63573054,18.18046636,17.60566715,17.72214808,17.85844045,18.00023011,18.37818263,18.19604798,17.89271607,17.56115361,15.63287196,15.95408607,16.73379756,15.97944851,16.66480022,16.39650925,16.11310106,16.36912007,16.46956962,17.03691631,17.78841593,17.44492472,17.48890672,17.36118804,17.54105015,17.23892371,17.94317531,17.75537482,17.58560361,18.01918478,17.88822998,17.9256735,18.07765874,18.26166197,18.0355489,17.90082877,17.5898359,17.5090191,18.22301299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(12:0/14:0/16:0),17.47085518,17.19987347,16.98842995,17.11617453,17.54832886,17.57768636,17.85073678,17.53178161,17.7103962,17.65826064,17.56926259,18.0588445,18.22652243,17.82656064,17.91160826,18.55827705,18.79035266,19.02127733,18.9041982,18.82347144,18.96384134,19.20598573,18.87577032,19.10188346,18.1629985,18.70110315,18.89302835,18.81407171,18.67226995,18.70225057,17.27661939,17.39662843,17.04670829,17.61685352,16.9079043,17.78720539,17.345548,17.80857287,17.8156528,17.75456687,18.04615881,18.55061368,18.05710458,18.52546041,18.27775037,18.93837155,18.96334927,18.68797362,19.01525272,18.46689394,18.98433366,19.03559073,19.18358182,18.93113087,19.35123217,18.70406733,18.95824304,19.10415845,19.33819949,19.10616743,17.83297083,17.85087997,17.02858682,17.6663223,17.21054239,17.48130624,18.19733199,17.80144338,17.65237628,18.38587113,18.42242642,18.68971864,18.28506816,17.93560951,18.95254471,19.14340424,18.81330675,19.1074775,18.86617219,19.25284379,18.99910859,19.12762343,19.17786796,18.99733276,19.29488137,18.95758815,19.66976635,19.21733223,18.846426,17.68535723,16.9904899,17.34019405,17.45129053,17.4066514,17.7978532,17.67704895,17.43780186,17.49717854,17.91828779,17.88743715,18.50246221,18.4051234,18.43856968,17.96010677,18.69465927,18.8285215,19.30177185,18.93157267,19.20738798,19.05186458,19.16647775,19.23968907,19.5469527,19.23455326,19.06394814,19.08887362,18.75089151,18.97378149,19.7148084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(12:0/14:0/18:1),18.94167438,19.26584434,18.68971864,18.76313361,19.06761823,19.32532818,19.903801,19.37791144,19.58710493,19.5821101,20.29203327,20.43442642,20.51585258,20.40928832,20.42317548,20.80971251,20.79892273,20.83137938,20.7024778,20.73048111,20.96668023,20.97163636,20.87141189,20.8269961,20.65389138,20.68420569,20.83278773,20.90212926,20.5948902,20.57772353,18.86704502,18.67192359,18.66825305,19.04525577,18.79111498,19.79082729,19.65228434,19.76152678,19.77883416,19.95516255,20.39169425,20.4006307,20.26882506,20.5948981,20.41325098,20.83977125,20.66153358,20.47080717,20.69701928,20.73263116,20.96393232,21.21134929,20.96237475,21.05656859,20.81026135,20.58009391,20.79359398,20.62342818,20.88468548,20.61536526,19.478272,18.76078151,18.79609566,19.07145337,18.97741781,19.56215921,19.99738194,19.64104391,19.48329173,20.73037539,20.59462113,20.89504293,20.69683584,20.36634405,20.68927304,20.91411065,21.03849412,20.89574918,20.77282855,20.98057082,20.65847643,20.86130814,20.80050212,20.76245434,20.63461819,20.57970198,21.03263913,20.95386056,20.46103739,19.19102806,18.65643153,19.08668777,18.87876954,19.01417345,19.6842514,19.4840892,19.35566427,19.627345,19.98878628,20.26375838,20.50079051,20.63075626,20.74947715,20.53240228,20.81210524,20.95592348,20.88945354,20.81315912,21.1113044,21.0161202,21.0222867,21.06205533,21.3611513,21.31763519,20.84475363,20.71649776,20.58903594,20.57419815,20.98636692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(12:0/14:1/18:1),17.65158096,17.34987486,17.02938665,17.08050089,17.23555807,17.88901226,17.90338966,18.10021137,17.82393723,17.78076848,18.97536038,18.84579364,18.80665506,18.87887678,19.09052257,19.79134258,19.64488871,19.46407368,19.42433027,19.55340189,19.73049405,19.82224991,19.74746311,19.84555526,19.19858444,19.63389943,19.45913988,20.13027639,19.82231669,19.79275415,17.44846897,17.2810911,17.39040179,17.25673747,17.30781506,18.27855104,17.86201537,18.03734069,17.99074617,18.39958343,18.85537068,18.69497113,18.77857578,19.12041158,18.87281589,19.65843246,18.921086,18.88495832,19.12868631,19.30137648,19.8952588,20.12400067,19.8694744,19.8932798,19.70767484,19.12847079,19.37759979,19.56160701,19.69782356,19.51751405,17.85374879,17.1983669,17.31633945,17.66865203,17.36204474,17.98565252,18.25809271,18.0353862,17.85521643,19.27692445,19.3116016,19.65280394,19.39084438,18.47608961,19.1268903,19.18731206,19.47454242,19.33332676,19.27869212,19.17979045,18.9232436,19.11385365,19.43791738,19.30064569,19.26549582,19.18607131,19.21780579,19.39419284,18.92461798,18.04709968,17.19120795,17.50631143,17.47742486,17.50237319,18.06010732,17.64431815,17.8212125,17.76718143,18.29974129,19.02767689,18.70822468,19.28934368,19.26900772,19.14962981,19.63901185,19.40413682,19.33155865,19.32203224,19.61083246,19.86839508,19.69956779,19.6591258,20.21836744,20.06717845,19.52791929,19.47863509,19.18666941,19.18004423,19.74257184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(12:0/15:0/16:0)_CoE,15.47512512,15.41593007,15.04307512,15.78349224,15.7967265,15.02260791,15.52962151,14.94652474,15.12904593,15.38815614,15.51368023,15.38848594,15.86759459,15.39772642,15.4216304,15.43162175,15.75407989,15.66592835,15.4126932,15.24934914,15.4746277,15.73685397,15.48763596,15.39812711,15.51616081,16.21869139,16.41138848,16.28355069,15.96117995,15.91419779,15.63191737,15.746936,15.39901844,15.88111026,14.9117567,15.2194099,14.89292567,15.51977762,15.5575266,15.18882623,15.36332258,15.46152225,15.48291305,15.62408665,15.26317696,15.34942924,15.83320565,15.7964594,16.12164921,15.64994006,15.33413859,15.70034658,15.54727843,15.36779244,15.66978706,16.22550794,15.6063826,15.93854309,16.74946414,15.95037933,15.92400686,15.73420939,15.47459089,15.57975658,15.59915213,15.1024254,15.65250503,15.67970653,15.18541115,15.74416271,15.32760744,15.26417964,15.33989603,15.70466509,16.42203801,16.27245055,15.54395742,15.64248799,15.19256992,16.16916539,16.42585385,15.7973791,15.19058218,15.9747377,15.73608305,15.95127636,16.9423032,16.27479101,15.64173573,15.9336112,14.83330808,15.70661933,15.73947207,15.49295867,15.14918577,15.45999543,15.70267147,15.33949087,15.05009607,15.36847413,15.64770825,15.08761178,15.57925696,15.37485928,15.60336007,15.71001076,16.09277242,15.86001326,15.92896215,15.73265442,15.78948695,15.86134064,15.44971493,15.59923985,16.64078933,16.18804312,16.0990593,15.55982631,16.11600695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(12:0/16:0/16:0)_CoE,18.67296066,18.98493446,18.71472455,18.75211151,19.44046168,18.83447195,19.61219269,18.77853311,18.85633098,19.41284114,19.2557579,19.38136666,19.74949124,19.69250236,19.42553726,19.58912622,19.78921466,20.02561121,19.52217968,19.10832888,19.75195323,20.18228319,19.73504486,19.85170781,19.62938539,19.81204826,20.26508203,19.53432612,19.61051329,19.15576834,18.99986411,18.6681889,18.91838218,19.47754235,18.68971864,18.61972639,18.73423487,19.40409921,19.34845457,19.270232,19.66939405,19.28198801,19.45358267,19.5563081,19.33203621,19.51988892,19.60658798,19.51682384,20.17146461,19.64363612,19.96768777,19.81426494,20.21210255,18.90272906,20.28005192,19.96301268,19.45982224,19.05077802,20.66760967,20.48162406,19.66890507,19.01979081,18.86091753,19.02335126,19.18016453,19.08917599,19.71564428,19.04075962,19.02672297,19.45198322,19.1293494,19.36799216,19.34941005,19.46149967,19.78449923,20.1964993,19.24832111,20.05469534,19.37890424,20.61383426,20.41797977,19.47561524,19.91119182,20.41814313,19.717621,19.06706315,20.86496752,19.53332568,18.89430855,19.088754,18.78196573,18.97506827,18.90059816,19.31474692,18.96004125,19.03269383,19.12550906,19.07030554,19.30104946,19.43374299,19.88171423,18.86342936,19.66705097,19.09107015,19.79009685,19.63862054,20.22032403,19.84048649,20.14678357,20.17414428,20.42921219,20.52364346,20.08720757,19.68643518,19.94920665,19.9566089,20.08626701,19.8914071,20.92426233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(12:0/16:0/18:1)_CoE,20.8496736,21.27905568,20.92963419,20.82627668,20.97257173,20.86340203,21.32432023,21.1006548,20.9217128,21.24374625,21.57483703,21.45490615,21.62773169,21.71303613,21.68822306,21.95470889,21.99449448,22.0435088,21.87747617,21.58177275,21.9585852,22.13981673,21.90278205,22.08265022,21.78639269,21.93400453,21.99942672,21.84918936,21.80740686,21.65644255,21.26546731,20.7580075,20.94644975,21.33313287,20.88747158,20.98547877,21.01507352,21.50486466,21.38815303,21.41711211,21.70222157,21.41473326,21.39532588,21.60716219,21.63762513,21.87771488,21.60734298,21.43609,21.86744024,22.04031544,22.00767013,22.07814601,22.14858627,21.71194144,22.09239801,21.81331418,21.85155552,21.64730102,22.10257948,21.83831425,21.60034698,20.72675402,20.93268928,21.1055184,21.14149243,21.15806413,21.50469418,21.05691251,21.28587357,21.88747026,21.75151449,21.83564041,21.60790009,21.52673223,21.87275813,21.83960793,22.1540917,22.16366886,21.82482309,22.10109233,21.86368559,21.68583665,21.90206739,22.0268192,21.8104376,21.85257843,22.33978379,22.04577834,21.6161015,21.27315327,20.88065684,21.23676836,20.71982708,21.17347728,21.14771752,21.11250281,20.99851201,21.15472092,21.36623395,21.6741819,21.68746987,21.54226892,21.99309189,21.69485998,22.07179004,21.87549574,22.11552402,21.75675193,22.16957515,22.24508331,22.20295802,22.23508067,22.41062538,22.19192785,22.13382734,21.87013103,22.01161228,21.75941933,22.32348084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG(12:0/16:1/18:1)_CoE,18.93926874,19.03023187,18.75348561,18.76636701,19.03854495,19.1161644,19.43876705,19.34529921,19.30740026,19.3860189,20.30577351,20.17493752,20.21303017,20.32108478,20.20946134,20.96400185,20.75021178,20.87958806,20.62798059,20.62032604,20.74520092,20.97346694,20.64307543,20.79706441,20.56821272,20.5184501,20.62081152,20.7162348,20.50659588,20.5727125,18.93505743,18.68971864,18.60265478,18.98509057,18.6973056,19.47094943,19.31634176,19.58999198,19.62627616,19.53154439,20.25542964,20.19002897,20.28052418,20.39176757,20.27786165,20.85143144,20.4831847,20.16953522,20.36184002,20.57536538,20.66954239,20.80930865,20.74476027,20.71820084,20.57033268,20.03372539,20.4683906,20.22788607,20.38325913,20.40242947,19.53204934,18.71846131,18.80578499,19.0352849,19.05197272,19.407639,19.73906109,19.30249571,19.62230622,20.57203158,20.44591918,20.64117146,20.53918155,20.12477596,20.56218721,20.68437821,21.03298763,20.961473,20.53324436,20.54571726,20.37998427,20.58075387,20.53295572,20.46533744,20.37765474,20.25783893,20.48639792,20.47068584,20.02147975,19.28670677,18.75624546,19.08825561,18.68971864,19.15186214,19.58629268,19.25036164,19.03121863,19.40241597,19.72221305,20.35804487,20.36894292,20.58594738,20.58509188,20.50803899,20.76972182,20.65458962,20.76922103,20.6448559,20.99986999,20.85743655,20.66276103,20.93026859,21.23163762,21.12843858,20.59141067,20.37261026,20.21591608,20.22332663,20.66759827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
