LIPIDS,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_4_106,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:0/22:6),13.9203113,13.94249051,13.14488133,13.42459412,13.25984998,13.3226954,14.15898973,13.8888984,13.32586526,13.97295283,13.81729974,13.53496591,13.56758858,13.41104157,13.76277252,13.88796471,13.61962598,13.67934579,13.27994124,13.63870997,13.6249935,13.42047119,13.22772925,13.19334884,13.74782836,12.68936917,13.33490011,13.987321,13.39658326,13.94327163,14.15864186,14.16676397,14.30864351,13.48085922,13.88100307,13.58332664,13.87553336,13.92789563,13.87835111,14.18141849,13.06106917,13.05238657,12.92816113,13.43059894,13.7314043,13.58985354,13.43955368,13.34548721,13.41869524,13.51830922,13.57197657,13.91055565,12.04466141,13.45547259,13.49068789,13.03542129,13.6462653,13.61004899,13.37044487,13.39392918,13.91159522,13.5260901,12.94754708,13.87265641,13.5419498,13.47560629,13.54866211,14.32042614,13.6594524,14.06116484,13.75995248,13.58547417,13.95749202,13.78999346,14.02738977,13.11464245,13.16290141,13.86721496,13.62330113,13.60457994,13.56055054,13.46492951,13.18749038,13.65490555,13.053277,13.43337018,13.63630143,13.43648655,13.62058543,13.46882762,14.05906933,14.03449931,13.88034068,14.01193396,13.84605791,13.80298185,13.5546963,13.87059019,14.33493485,13.77124352,14.00372243,13.27848986,13.53983361,13.39207808,13.71262784,13.98687862,13.49685485,13.23841982,13.73671116,13.4290473,13.22596197,13.33960097,13.71216509,13.89419214,13.69178817,13.27587372,13.23736441,13.78781215,13.0291191,13.64684712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:1/16:1),12.25737846,12.18086766,12.39993517,13.0064326,12.28765348,12.51025393,12.31207544,12.78927712,12.13986916,12.20328428,12.07448971,11.95999925,12.36825083,12.06784834,12.29588561,11.75360585,11.75245045,11.97694915,12.2250919,12.08557377,12.12899367,12.28033726,11.63420871,12.21735463,12.75524837,12.74275118,12.38511459,12.08775808,12.28864193,12.73151097,11.89131952,12.40191981,12.39234891,11.75542165,12.09325758,11.94564984,12.29607806,12.00516982,11.96661974,12.26665709,11.53858647,11.33557117,11.616566,11.92072778,11.66274223,11.73915375,11.20646071,11.66115033,11.42144848,11.75188612,12.06894203,11.7553072,11.60039235,11.70374679,11.67759106,11.85983949,11.98646902,12.03099955,11.43439394,11.85066991,12.35635679,11.97429857,12.512709,12.47089633,12.18885632,12.16046503,11.99697996,12.84124533,12.5875805,12.21705411,11.91270135,11.71631805,12.04767829,11.93858251,11.59040752,11.22182588,11.37578334,12.17395751,11.69050845,11.94812973,11.79229025,11.66767549,11.5011202,11.9955681,11.21568599,12.22557254,12.06805371,11.69273474,12.00414828,11.90231988,11.52373838,11.70622079,11.14510477,11.30078084,11.25709102,12.58739011,12.08354629,11.92039076,12.6276299,11.8564126,11.77793169,11.46953363,11.25465126,11.45497473,12.06386686,11.4252142,11.01548513,10.67665145,11.17524199,11.02448194,11.44770783,11.27864925,11.5836748,11.8682006,11.55113873,11.13576307,11.24375089,11.32145512,10.84395994,11.32174748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:1/18:0)_CoE,19.64998696,19.4463928,19.79331575,19.07577313,18.96604838,19.5414141,18.90838915,19.45999899,19.1250499,19.04454061,19.66040703,19.22747462,19.22555798,19.12071162,19.52721376,19.60834644,19.67433268,19.21240016,19.54946305,19.49855856,19.60472434,19.51910197,19.48043382,19.85689696,19.17809292,19.77695185,19.39974679,19.86655144,19.5289343,19.86477848,19.05860473,19.61883949,19.35956729,19.2276878,19.72153161,19.23948571,19.56036697,18.96691102,19.25215215,19.08676841,19.07923069,19.2471328,19.47324001,19.21265863,19.51284897,19.6511626,19.43826913,19.5012466,19.38422957,19.90909486,19.62429884,19.48579957,19.50918051,19.58385527,19.21615316,19.14313992,19.19010638,19.34302593,18.98230334,18.90540085,19.12426947,19.73846371,19.75574547,19.18028354,19.31617326,19.55456465,18.98698945,19.72437018,19.61746399,19.56366339,19.49299935,19.26950795,19.722708,19.63159208,19.30152995,19.47076527,19.16827675,19.54280177,19.78234539,19.8300469,19.30856379,19.18088288,19.65359341,19.51136791,19.29102556,19.31133486,19.43849472,18.75886805,19.53696747,19.25272979,19.78656453,19.7043507,19.22398287,19.71899041,19.7691352,19.4036262,19.56291476,19.08203134,19.5068989,19.07242224,19.65403136,19.17256278,19.14230771,19.57258467,19.70460999,19.66077376,19.74665563,19.32513187,19.61962885,19.18145381,19.68275304,19.48323789,19.32143051,19.0479528,19.4381725,19.23405538,18.94815467,19.36950985,18.91554537,18.91393322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:1/18:1)_A,16.90743232,16.8362039,16.22020778,16.20420974,16.43855352,16.55748119,16.74988054,16.98089285,16.49514597,16.94214202,17.03053985,16.74619878,16.65786089,16.72423992,16.75354965,16.98538615,16.52374984,16.86363402,16.47694146,16.98749305,16.68901758,16.97190249,16.55558684,16.4701411,17.25108966,16.63212835,16.89133288,16.88474242,17.50530048,17.47729222,16.82644746,17.29513557,17.12205219,16.65798003,16.8729108,16.84229658,17.09829933,16.80006055,16.57652441,17.13834504,15.56400858,16.21452523,16.26688229,16.47959528,16.53862988,16.83384458,16.54836206,16.57740814,16.83983813,16.64174791,16.87436565,16.90689598,15.80297246,16.79687519,16.86479183,16.59469736,17.06701771,17.03673078,16.63449848,16.90224249,16.96970077,16.6721707,16.1530684,16.83620577,16.69933693,16.33544004,16.54785433,17.22578209,16.67538707,17.08929618,16.62535233,16.68397545,17.11125271,16.94528333,17.06443195,16.30118517,16.45731759,17.00947231,16.5510159,16.92502903,16.70755657,16.76154862,16.38833732,16.70082687,16.41903988,16.9433876,16.81867616,16.70673252,16.75202493,16.70705663,17.22423315,17.20106572,16.96536295,17.06996896,16.81351317,17.26217258,16.57057518,16.92093335,17.11265963,16.94796477,17.22311177,16.75917652,16.69062377,16.65402038,16.93518555,16.97423263,16.68319834,16.5493379,16.9879163,16.91423536,16.68598088,16.79824727,16.8660964,17.3410808,17.06194683,16.47550307,16.57443203,16.75825671,16.41397893,16.85458525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:1/18:1)_B,16.05095262,16.08986939,15.75661619,16.3921902,15.59856045,15.94056632,15.61164344,16.34776562,15.67501345,15.70808324,16.1603805,15.63471789,15.95545047,15.86130271,16.24274677,15.99696308,15.94068699,15.74051713,15.06207745,15.76935988,15.83489819,15.95955709,15.66198013,15.90193133,16.01243157,16.15312529,15.85203231,16.04130771,16.2431644,16.60546039,15.7422628,16.01261904,15.80268852,15.59441605,15.69524348,15.33058741,15.76747291,15.49850442,15.68666731,15.86238898,15.51739112,15.42517641,16.39360843,15.52711018,15.75976348,15.53532544,15.36957044,15.44910145,15.49972014,15.66625043,15.70058261,15.70761926,15.47529377,15.77509144,15.50870871,15.40401617,15.49644947,15.2332437,15.00802678,15.21969575,15.68991676,16.01966747,15.82275858,15.77687738,15.64628756,15.63268919,15.42541592,16.16974235,15.91608452,16.02834694,15.89899364,15.29946357,15.90454862,15.98679762,15.67854292,15.36928213,15.23273446,16.12156559,15.78671017,15.9683343,15.36179146,15.38576426,15.60200179,15.38993241,15.31583817,15.24577412,15.57052275,14.91638553,15.34079477,15.19428474,15.77624074,15.52561467,15.28726641,15.66536783,15.60231267,15.81523194,15.9704121,15.51318902,15.92648177,15.49894888,15.74991422,15.4393656,15.21187599,15.62538063,15.85317922,15.43569596,15.54807715,15.20370005,15.66751526,15.22078755,15.37456298,15.49927799,15.17380761,15.65946878,15.74691233,14.86780254,14.65569107,15.0769129,14.56711504,14.98578645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:1/18:2),12.956398,12.91398235,13.11233354,13.54993121,12.94282864,13.24585981,13.01476233,13.52076083,12.86286272,13.16007661,12.97524026,12.77159955,13.03627847,13.13484626,13.04107743,12.71953408,12.67400268,12.98908907,12.71977457,12.96395023,13.47018553,13.22507661,12.96742833,13.05463051,13.69764732,13.5403163,13.1984264,12.99825929,12.86310031,13.52301626,12.47767801,12.7871714,12.86829901,12.28400997,12.27731523,12.75770459,12.74676647,12.98223123,13.05203378,12.71438877,12.39171278,12.09020128,12.55459923,12.55504795,12.40886514,12.25603931,12.09309151,12.13090672,12.30134273,12.39169612,12.90796189,12.32817971,13.54979831,12.74195021,12.87337585,12.58432393,13.30245581,12.90259785,12.43546233,12.79293944,12.9423766,12.72827517,13.12592927,13.09851238,12.88475881,13.04370035,12.85191075,13.37443069,13.18308818,12.76732767,12.42776164,12.27738111,12.8562022,12.86634195,12.60902097,12.43010196,12.37850844,12.86124173,12.5079205,12.86320613,13.13863232,12.8809331,12.76169096,13.07492292,12.57145003,13.38268105,12.76500892,12.53582545,12.90093024,13.3001289,11.81730956,11.72353037,11.51413523,11.76097479,11.45067394,12.96269383,12.97518824,12.6954277,12.9691399,12.76142929,12.40783482,11.79015355,11.98076603,12.01215278,12.91875794,12.07201942,11.72310201,11.69396844,11.97948873,11.59109614,12.12004178,12.04986236,12.19084016,12.77343048,12.3252238,11.71631015,12.10310174,11.96776998,11.7082869,12.2569125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:1/22:6),12.07198433,12.30073507,11.76126325,12.24476917,11.73300605,12.28339682,12.6689821,12.66571844,11.74247675,12.6065944,12.63161186,12.25545125,12.51271404,12.07343334,12.35497669,12.24239423,11.97020853,12.4898853,11.58415449,12.42859775,12.35716335,12.61583071,12.12662694,11.5591724,12.70051099,11.95598181,12.5860365,11.91848893,12.07939022,12.48860758,12.40733249,12.73183886,12.6978586,12.11615114,12.37810434,12.24184216,12.94569879,12.80679524,12.37913962,12.61254771,11.59039885,11.73441798,11.94190757,12.50299539,12.05274659,12.31122815,12.14383581,12.33910776,12.16838682,11.94902081,12.39951668,12.61803906,10.98570705,12.31556314,12.37442364,11.73004367,12.41477632,12.65037842,12.28675659,12.19988076,12.8486639,12.28053227,11.7226446,12.31563426,12.26476175,11.87412736,12.24641762,13.10006266,12.58388017,12.86107224,11.75763895,12.39844947,12.85023977,12.45584263,12.76873489,11.90169244,11.84198088,12.64999959,11.83288849,12.41814228,12.44162385,12.52472062,11.81218921,12.35941476,11.72324297,12.33404059,12.1979912,12.17831829,11.94267792,11.83000053,12.89359136,12.76724886,12.73589095,12.28663026,12.27938677,12.74459442,12.31418447,12.3464856,12.87426121,12.42295231,12.92818792,12.38245792,12.58406335,12.07828597,12.6417691,12.99766193,12.24618525,11.95619139,12.80732118,12.39284306,11.47590302,11.81502342,12.66717652,12.47585229,12.5902109,11.43023639,11.74231188,12.3833733,11.79540286,12.17811242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(18:0/0:0),12.27758791,13.35133485,12.59981679,14.11989396,13.23858694,14.42473001,13.31331625,14.79275291,13.22903842,13.46945183,11.95659121,11.64217463,13.14135725,13.03894144,12.91278329,12.91478439,12.43973078,12.57225225,13.35767166,12.76076002,12.43190919,14.15436791,12.61676593,13.31626329,14.47542775,13.41970818,12.93030155,12.62499282,13.58778036,13.51021481,13.21158194,13.29444773,13.62306415,13.19684567,12.94736191,12.30914555,13.47058792,12.92466681,13.3333201,13.86897579,13.52178606,11.91812171,13.99036978,12.88272331,13.40430275,12.51524376,12.09216196,11.85930718,12.09254531,12.28969642,13.15031569,12.73356324,13.55112665,12.96115219,12.86048212,12.31677394,13.24425463,12.02659218,11.59550174,12.03389464,13.60025337,12.72157352,14.61813118,13.35959874,12.95915811,13.61015281,12.84422208,13.50713137,13.55735554,13.57776871,12.35497104,11.43414371,12.5569578,13.41664685,12.20627119,11.86523479,12.51502044,13.43733706,11.95557887,12.81067217,12.84779572,13.59787146,13.43070231,12.97157253,12.92693783,12.95667647,13.27575192,12.98502394,12.60945347,13.04617868,12.11324633,12.34150677,12.242626,12.70954812,12.59788091,13.85076512,12.48938533,13.1186237,13.15319265,12.30663815,12.50636965,12.08762795,11.72762576,12.97566906,13.30065627,12.7137565,12.62700898,11.48135262,12.18160882,12.58481986,11.73067562,12.16021967,11.48084477,11.97330231,12.10439763,11.28824063,11.01032233,11.72840453,10.45832183,10.67442555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(18:0/18:1),19.48244026,19.19112832,19.6176532,19.02250467,19.05556042,19.12250288,19.13828142,19.28876094,19.07783766,18.97396443,19.44977874,18.92773696,18.83246294,18.97438334,19.51358625,19.18959351,19.35384709,18.88028281,19.09339636,18.96152081,19.03895589,19.34379561,19.07381671,19.42498808,19.08559689,19.21412949,19.30950341,19.46171601,19.1132478,19.51408556,19.07338157,19.25649587,19.22598361,19.36773987,19.54161654,19.13840287,19.10749577,19.00246008,19.25818009,19.28582797,18.95954684,18.89399367,19.32299287,19.08412321,19.52601467,19.01279057,18.99195817,18.96358034,19.15797917,19.34939515,19.03803974,19.1239851,19.17220175,19.35400158,19.10216829,18.97974835,19.06327034,19.29794492,19.19196776,19.19958168,19.24555759,19.70469851,19.55468663,19.05946656,19.07992134,19.44923961,18.83783504,19.36657478,19.33423086,19.42198122,19.30527258,18.97260431,19.1664212,19.32486913,19.24494853,19.10219886,18.97207433,19.29250893,18.94268395,19.23235876,18.88446885,19.05994871,19.52970154,18.85134462,19.3812675,18.94725786,19.07575445,19.02297518,19.08756932,18.88259336,19.43275826,19.41972704,19.12328699,19.83300665,19.50179721,19.16546145,19.44073803,18.95986556,19.23804076,18.90043721,19.05563268,19.06478149,18.79146762,19.38443723,19.18191684,18.94727159,19.47922759,19.03486669,19.54435634,18.95910018,19.35565964,19.27130091,19.00375933,18.95285941,19.3212563,19.27223279,18.7422541,19.04772989,18.88865329,18.862751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(18:0/20:4),13.35129742,13.44820366,13.4480726,12.59150045,13.01508321,13.04749143,12.82657068,13.30058621,12.92675238,12.82886992,13.42261052,12.9697258,12.84809026,12.85638372,13.52788404,13.20119205,12.7812686,12.71492608,13.43396137,12.96207908,12.8780297,12.86310624,12.7111951,13.12976126,12.78713988,13.04809613,12.64135706,13.2388505,12.64366941,12.9803501,12.7041497,13.24453501,12.76973451,12.67986182,13.50222968,12.78323973,13.36058476,12.85988348,13.02556553,13.27972981,12.63999541,12.77213198,13.25578296,12.92710055,13.49600272,13.16124695,13.09778404,13.12490948,12.9165803,13.44583776,12.94859557,13.08930278,13.18128427,13.13067162,12.78886151,12.74243232,12.76451547,12.66845066,12.56889086,12.4315325,12.89647368,13.20840405,12.96662667,12.68454761,13.03912394,13.25923615,12.80245774,13.38870028,13.25853512,13.23125879,13.29115338,13.03690697,13.28504725,13.26006065,13.03377029,13.0985027,12.94092118,13.47748739,13.3325146,13.19254598,12.82706913,12.52493039,13.38723453,12.79280062,12.82674204,12.55662306,13.01834232,12.16297894,13.03976036,12.59005942,13.37537978,13.47300609,13.04706843,13.24613846,13.29868581,13.10878911,13.28379469,12.89248852,13.10916854,12.96650841,13.39751556,12.768476,12.75399674,13.27721946,12.93341207,13.10531851,13.26368972,12.9729269,13.1467972,12.72217975,13.12856983,13.3696666,12.69863355,12.84812146,12.91974762,12.80538067,12.11237922,12.98247622,12.39488258,12.74433278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(18:1/18:1),17.97174749,18.92805235,17.75845808,18.91619207,18.54136849,19.31400151,19.18481248,18.93743578,18.56410447,18.60495674,18.53485722,19.10223861,19.37994034,19.16778372,18.11821742,18.77939687,18.56266077,19.01013285,18.71878596,19.41688411,19.05341822,19.55815843,18.80608279,18.54606924,18.75887957,19.64296854,19.56618022,18.8291132,18.95028604,19.3247925,18.79534408,19.24215364,19.40522584,18.4259562,18.58500741,18.77242409,19.55405941,19.01519332,18.53450206,19.15599576,18.54200252,18.76334853,18.84341735,19.39062339,18.72459875,19.00086628,17.76603054,17.7117962,17.46037473,18.66281557,19.07984614,19.4380161,18.49528521,18.09456567,18.9903418,17.30957789,19.02965047,18.659778,18.48434706,18.98951722,19.031451,17.80999418,18.44339545,19.47794466,18.84517562,18.2854435,19.10031455,19.64139843,18.93385236,19.28302239,18.89672296,19.29621445,19.72925661,19.22625538,18.82276407,16.51471841,17.95511081,18.93663649,17.86289993,18.89785528,18.25659579,18.77199526,16.26720292,18.98530496,17.46384605,19.2215444,18.8628772,18.70268999,18.8750009,18.7749787,19.41521899,19.03288248,18.71056185,17.00859856,18.43511193,19.58509357,17.92155669,18.86699123,19.33585218,19.18052296,19.23110417,19.12842516,18.96541598,17.97941372,19.30945425,19.27763137,18.01688133,18.30790327,17.91631377,18.77463732,17.72618187,17.95480731,18.88412024,18.71858818,18.92985039,17.87340621,18.49134958,18.30415435,18.39536857,18.22595462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(18:1/18:2),15.80768634,16.02274332,15.46085968,15.76246207,15.45983827,15.95566893,16.1926809,16.58940132,15.84608139,16.3015277,16.43136162,16.6060533,16.5329603,16.34584709,16.59962552,16.99841307,16.87490993,16.61081753,16.84571517,16.79160649,16.66008436,16.79885794,16.44307825,16.99391756,16.75519707,16.47953174,16.98000659,17.00082669,16.92628908,17.41949633,15.90231979,16.14020945,16.15513887,15.63348416,16.0920204,16.04060217,16.48807869,16.21435872,16.34245659,16.72708634,15.71032793,15.94694289,16.41129032,16.26088357,16.6190615,16.83854672,16.4421708,16.25334546,16.48910447,16.96555295,16.94897381,16.87243418,16.01988971,16.77363005,16.90762433,16.84983768,17.15330664,17.20413583,16.86147304,17.01498738,15.81515331,15.84722585,15.29503912,15.88298157,15.69490038,16.10931645,15.94612526,16.75204096,16.05138289,16.59835476,16.88454352,16.48357659,16.89740017,16.4853884,16.79665265,16.34829595,16.31034423,17.14569418,16.83478791,16.74187499,16.68957693,16.73797529,16.47793787,16.8704293,16.44671121,16.84084328,17.46317654,16.76084334,17.27922204,16.68692478,16.2431644,16.27552567,16.05410493,16.26261328,16.18790247,16.42950606,16.20474054,16.26448519,16.67677933,16.18775888,17.05815317,16.51872989,16.42636777,16.80258231,16.98464642,17.12410695,16.69785024,16.53757327,16.81038341,16.9245077,16.88108643,16.80321157,16.95859579,16.95939972,17.23184507,16.80769317,16.69058918,17.06105951,16.53672185,16.99684796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(18:1/18:3)_A,11.77268154,11.95821807,11.60366361,12.05081118,11.51425586,12.65682509,12.96677602,12.91367079,12.70281917,12.88841196,13.82042654,13.59453501,13.38898069,13.78382138,14.00724167,13.58068299,13.78886708,13.85651379,13.86719901,14.00226792,14.02247939,14.35092596,13.84475934,14.08618414,13.74702353,14.10443292,14.13538278,14.46485549,14.21637076,14.34731817,11.70816451,12.22897321,12.01756661,11.77770346,11.77965712,12.54631779,13.2929142,12.92092685,12.82116599,13.47319462,13.31407821,13.11909691,13.28380129,13.44441413,13.51359426,14.09990716,13.7405496,14.04082172,13.94719088,13.99746441,14.47015251,14.06450486,13.896377,13.74725089,13.89071509,13.83096703,14.2184238,14.12887453,13.99767483,14.43783713,12.14412222,11.71553355,11.58760076,11.81129745,11.84705873,12.60090959,12.67927086,13.41029704,12.92926055,13.08292236,13.70880166,13.60185639,14.30920656,14.21923294,13.46021039,13.43227771,13.76174908,14.09021257,13.56727907,14.02169721,13.69697816,13.96777459,13.32252256,14.34259648,13.76140713,14.55689122,14.1661767,13.96220755,14.09803128,14.19353563,12.27706794,12.31576549,12.29278706,12.20844614,12.00015755,13.21211443,12.77010829,13.26368095,13.66177847,13.01562416,14.15116535,13.63937308,13.60337544,13.48063324,14.50513514,14.46940912,13.92053188,13.74409183,13.73412569,13.79010662,13.89692194,14.22696835,14.06769639,14.10302418,13.98715009,14.03137848,14.02680224,14.0092983,13.92222037,13.96263823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(18:1/18:3)_B_CoE,11.81058945,12.24812048,12.17351398,12.63457511,12.11764044,12.89116383,12.18417738,12.44431445,12.37043479,12.41813743,12.98789676,12.59288453,13.0070442,12.65512095,12.76957334,13.11642727,12.83688699,13.13118852,13.05879173,12.91780763,13.55336017,13.43320513,12.83705113,13.02240871,13.62413123,13.74771678,13.2564601,13.6962313,13.04863557,13.49301876,11.75214119,12.13720166,12.11879766,11.72016607,11.72554501,12.06098213,12.25168871,12.15511629,12.61217202,12.4248698,13.31407821,12.82871615,13.28380129,13.10125548,12.77992216,13.15595794,12.71424043,12.81849533,13.03018265,13.01278932,13.25322455,13.0899411,13.896377,13.20133809,13.33998316,12.91912947,13.2142249,13.33534231,12.87167448,13.18897038,12.05168492,12.10653311,12.37435494,12.40790424,12.30125594,12.28875549,12.10426762,12.82409805,12.89156076,12.46174067,12.57679974,12.68982724,13.10005241,13.21902078,12.90072959,12.82373359,12.83072251,13.11283816,12.89989577,13.01417742,13.1303438,13.17470265,12.77579086,13.39365426,12.84217103,13.48513465,13.34828652,12.77874309,12.98345923,13.21966008,11.86746888,12.13229477,11.86863985,11.86989063,11.73096873,12.58391332,12.16772248,12.54623571,12.48375148,12.23055308,13.62060869,12.86608712,12.54704505,12.38697639,13.24023331,13.17084465,12.9130496,12.86385125,13.00016031,13.05353584,12.98907617,12.94486255,13.37679832,14.10302418,13.33097865,12.33833581,12.78253579,13.08710477,12.89007164,13.08600596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
