LIPIDS,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_4_106,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE(P-20:0/20:4)_CoE,19.40404333,19.53859074,19.5113554,19.18479574,19.21306927,19.43806654,19.21217189,18.8246981,19.5283459,19.19886052,19.27845025,19.17420155,19.33207958,19.21294211,19.48284184,19.17828519,19.34219278,19.25263656,19.44773726,19.18485683,19.40750738,19.31568761,19.32266362,19.23428173,19.25235439,19.06888918,19.21644527,19.25122935,18.91317461,19.1888423,19.40758111,19.56387356,19.2106854,19.63005611,19.36715492,19.61556634,19.43488854,19.34457094,19.14079255,19.26556952,19.14152406,19.41995364,19.16664348,19.14841602,19.26977836,19.46076104,19.47862669,19.58178544,19.57789449,18.99888973,19.275348,19.23501469,19.31351424,19.13686429,19.36100988,19.48451155,19.06361561,18.94361363,19.26123062,19.32488806,19.29301508,19.52953461,19.3336328,19.06586759,19.30538721,19.56537631,19.29050165,19.43498711,19.59023768,19.16759797,19.3955532,19.13855647,19.4670211,19.16761151,19.46371847,19.62664399,19.42914656,19.04478179,19.33132475,19.25817735,19.52217727,19.4191059,19.46719868,19.09999188,19.36169162,19.2146873,19.30442246,19.2273846,19.47283421,19.18485568,19.63430619,19.44687994,19.57465387,19.47276176,19.58381464,19.31244341,19.90609446,19.48968419,19.339032,19.20708146,19.29277534,19.31730812,19.09761359,19.35762867,19.16668632,19.25261132,19.67395271,19.61807174,19.43896434,19.34835814,19.71024315,19.15588191,19.30195321,19.32020238,19.13778946,19.22069158,19.16151238,19.33332158,19.42669696,19.28325532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(14:0/16:0)_A,12.66508932,12.84177702,12.38111334,11.86063212,12.12458107,10.49774171,12.86386524,12.97159669,12.07480118,12.95527796,12.5559793,12.46532416,12.30959491,12.22445767,12.41926579,12.68281059,12.3570538,12.62688592,12.73678142,12.51851671,12.12506446,12.7389316,11.87986026,12.69101262,13.16285786,12.24011181,12.81318688,12.10051693,12.51440308,13.02631173,12.72612292,12.89494808,13.41959462,12.56821807,13.17922204,12.08997011,13.02534378,12.74943158,12.51057552,13.14587165,10.84362902,11.71055333,12.21926507,12.19975248,12.70809786,12.39595309,11.71536168,12.2370792,12.35390063,12.79256802,12.59642948,12.74277384,10.94197646,12.49653978,12.7651533,12.68969723,13.27351174,13.0732631,12.59069849,12.9026735,12.69337326,12.54517878,11.41373229,12.70751541,12.61033173,12.75810925,12.47831708,12.92847751,12.35464925,13.2454896,12.59384393,12.29259658,12.67361959,12.74503212,12.95484091,11.66082265,11.86719926,12.89309315,12.54730887,12.65483304,12.31703654,12.53056019,11.94029455,12.62874169,12.53494524,13.10010024,12.96324532,12.74579773,12.58834785,12.69036094,12.8023332,13.07333104,12.55757977,12.95336256,13.16810197,13.0465559,12.65086234,12.42759068,13.31603825,12.43679829,12.81083561,12.59690776,12.13676933,12.48974702,12.50192808,12.80226988,12.55632818,11.75435818,12.67174571,12.42557778,12.65879138,12.64803623,12.77869804,13.05553274,12.77816342,12.39248154,12.35194256,12.92924643,12.11012542,12.63572223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(14:0/16:0)_B,12.10131032,12.0696123,12.15921125,12.30263867,12.30645197,12.14014101,11.50690802,11.94459164,11.52449908,11.59383928,11.66183593,11.90164705,11.74009223,11.80030269,11.58763831,12.24572425,11.95909442,12.08304743,11.97641726,12.51131761,12.21732422,12.48900264,12.04614166,12.3900052,12.43350328,12.93163508,12.45175429,12.34220509,12.08605594,12.37767586,12.14864445,12.71002194,12.3264659,12.00189622,12.19526521,11.52611501,12.02003649,11.7641614,11.75089358,11.93728259,11.69270072,11.72928048,12.08292031,11.80740014,11.66964092,12.37000208,11.7652856,11.72922713,12.36284852,11.91115439,12.3883032,12.0941712,11.82569271,11.8980648,12.1486783,11.20292909,11.79383664,11.87817063,11.40638535,11.82983617,12.18637505,12.17513191,11.99086818,12.12098503,12.02557613,11.52521006,11.5348784,12.32040214,12.27195103,12.14841211,11.45291515,11.78069737,12.33897008,11.8451862,11.91495834,11.61781719,11.52027664,12.09678432,11.57900083,12.21656181,11.89429676,11.64003597,11.58000248,11.91610318,11.60834565,12.09994801,11.50628279,11.34504862,11.09630273,11.69452876,12.71226603,12.71848211,12.16887563,12.27433683,12.49068857,12.23538675,11.73813818,11.43744498,12.30866628,11.77736539,12.16415192,11.70460702,11.59965661,11.48073266,12.38730682,12.51482405,12.09681607,11.81889769,12.29253173,11.78468129,11.9932782,12.41376615,11.83763271,11.99597357,12.2490686,11.64708666,11.73724764,11.71064874,11.59113668,11.84987547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(14:0/16:1),11.1697042,11.09401618,10.93912295,10.71531375,10.84287844,11.18430726,11.3232208,11.67487215,10.40958441,11.38230751,11.48740633,11.10200955,11.235638,10.87435243,11.29371288,11.48033654,11.45401897,11.14538994,11.19936678,11.29302506,10.88634587,11.24282223,10.98614033,11.28005313,11.64857643,11.17576461,11.64283939,11.55600675,11.92031543,12.28582193,11.30649311,11.49684245,11.42326035,10.90662651,11.4948001,11.03606856,11.35606185,11.15461987,11.30823974,11.20652762,10.78228379,10.53339281,10.47824098,10.80216341,11.22357022,11.08372021,10.4966673,10.71291884,11.12394324,11.10645478,11.44505505,11.57164749,10.62127291,11.15998329,11.32983949,11.53937782,11.41933426,11.44342966,11.03136802,11.30327399,10.94178204,10.99462544,10.60354881,10.90533368,10.99399748,11.12307668,10.83363272,11.48422424,10.95902154,11.35131703,11.30488982,11.161416,11.40883955,11.32634663,11.35939374,10.1909357,10.6636138,11.66873826,10.94108564,11.08860096,11.10769117,10.98754607,11.07841251,10.83626697,11.04719884,11.24678654,11.32560634,11.2895241,11.66840536,11.06522022,11.47500837,11.21984025,11.14406273,11.5411883,11.5060561,11.50811487,11.17697682,10.74494823,11.3221506,10.82181068,11.23387938,10.89159294,10.67291484,11.21184568,11.89585022,11.57137592,11.35662163,10.38651579,11.35011417,11.22675548,11.23666163,11.30416458,11.49322684,11.34802211,11.61124125,10.99922941,10.83152514,11.5664645,10.40882963,11.21212417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(14:0/18:1)_A,15.64257752,15.58651863,14.62722572,15.01974382,15.21031521,15.4477062,15.59715261,16.15120351,14.76344972,15.74478504,15.66557917,14.78898484,15.47845225,15.26983275,15.5252437,15.44856814,15.61833428,15.53511964,15.76130625,14.95150704,14.83855932,15.64684551,14.45652207,15.28126358,15.94850567,14.55205111,15.80747712,14.98280223,15.70589723,15.92670145,15.71118198,15.1095972,16.28826132,15.28253134,15.87274712,14.71313475,14.97479072,15.69997742,15.70979968,15.99847774,14.31855469,14.4464854,14.53262396,14.85604854,15.53661598,14.62334331,14.69578939,14.93424984,15.55565101,15.09248493,14.74553552,14.68744563,14.26528784,15.65192344,15.4332227,15.44307462,15.04489612,15.99174396,15.61399159,15.74435477,15.51824753,15.46284706,15.10570746,14.9396404,14.89995222,15.16405761,15.29156372,15.21199809,14.96295651,16.0816845,15.18912657,14.68044475,14.95617948,15.76633279,15.80454713,14.45536577,14.65705749,15.82933407,14.90103559,14.79964203,15.48006686,15.46063294,15.06783835,14.86274592,15.33774263,15.00449218,15.27394834,15.60288227,15.41444236,14.91843322,15.14827425,15.08730878,15.4181089,15.96866899,15.72005258,15.46291333,15.01652567,15.36983221,15.18316178,14.93324776,15.15972468,15.49225839,14.69657699,15.50499742,14.47224224,15.15693381,15.695417,14.98218395,15.76897632,15.32325245,15.4696785,15.51087334,15.760901,16.2431644,15.91328622,15.3493463,14.70513991,16.02805905,14.84088602,15.67987967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(14:0/18:1)_B,14.98856753,14.91948666,14.91195456,14.72671315,14.84975204,14.92703441,14.55238796,14.72840292,14.46744247,14.56750014,14.70723527,15.08910481,15.03722966,14.76388608,14.98790211,15.36734379,15.3725997,15.15401492,15.38380855,15.32053992,15.09052121,15.29882203,15.12640752,15.38849753,14.9462402,15.43904961,15.1224176,15.49305087,15.20534168,15.64689064,14.70947928,15.13392921,15.1948696,14.6565706,14.89868872,14.52497867,14.85895072,14.57242702,14.76885593,14.86650438,14.99731921,14.9719354,14.96998243,15.11852888,15.15558707,15.15685922,14.80271816,14.6521115,14.93773654,15.31505658,15.00788544,15.27642734,15.04924866,14.68944635,14.84604046,14.30441809,14.25822149,14.50778219,14.21796436,14.18360145,14.94307013,14.83958602,15.11407437,15.01899849,14.81145082,14.69157113,14.50031473,15.08583055,14.97386059,14.72099754,15.29488633,14.84840145,15.37292436,15.30977885,15.22465082,14.54025453,14.57437921,15.23317731,15.24075114,15.12818396,14.5484135,14.54237732,14.50584397,14.73789351,14.34565639,14.20698694,14.65162601,13.99411832,14.48459964,14.2184707,15.27962028,15.19470283,14.75972865,15.11078095,15.07643476,14.99852393,14.56097487,14.41969008,14.8798641,14.56480654,15.41202604,14.89181063,14.63932502,15.15270367,15.12539843,15.3953404,15.06543612,14.79239066,14.95474399,15.19735785,14.59584476,14.65047026,14.74479189,14.5818014,14.98793188,14.19267466,14.02800986,14.18122396,13.98856653,14.27824166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:0/16:0)_A,14.85989586,14.90734733,14.352626,14.11438018,14.49288005,13.65440877,15.02002341,15.46688102,14.41756891,14.85787183,14.62830858,14.38539422,14.70779526,14.51242668,14.50536479,14.85161356,14.51060812,14.81483357,14.56873538,14.63974533,14.3248372,14.7426352,14.35490937,14.70657404,14.7836637,14.05669674,14.90523312,14.36333918,14.59548098,14.91318634,14.75092687,15.13203021,15.20323429,14.6951794,14.81013928,14.77529538,14.87759234,15.00454039,15.02563536,15.1399418,13.83225399,14.0448175,14.11475537,13.9875687,14.74116009,14.48241116,14.17094456,14.41717723,14.93175794,14.41094816,14.29520967,14.68236175,13.79359455,14.44765522,14.63635043,14.4985479,15.06619202,15.30535858,14.6868285,14.98015389,15.00047442,14.9418214,13.98334579,14.78212355,14.72108869,14.42241,14.80531644,14.97198811,14.70686451,15.32394789,14.38698336,14.28459983,14.62953241,14.61245279,15.02686907,14.1696467,14.37576265,15.11396945,14.48925888,14.86068741,14.83571526,14.78642631,14.50764769,14.63288363,14.6400763,14.64005484,15.11504222,15.0839967,14.70160662,14.64197034,14.86890869,15.11302101,14.83147408,15.10090671,15.44511234,14.95009105,14.81808432,14.87591163,15.14741106,14.81960615,14.63172616,14.78264862,14.37718948,14.67762382,14.15138524,14.72206799,14.50961774,14.51333835,15.15626136,14.75977606,14.65748665,14.53181566,14.94220419,14.96454961,15.28539045,14.66991426,14.52484378,15.13913404,14.48921837,14.94481905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:0/16:0)_B,14.21161026,13.44695515,13.00650684,13.95629838,13.67446168,13.32717653,13.4467418,12.97670545,12.90064491,13.38462197,13.08383251,12.87034738,13.22836757,13.07698579,12.77845605,13.46743797,13.22475388,13.41853853,13.47137367,13.46542053,13.49247911,14.27867645,13.59965536,13.07701232,13.77563866,14.02049554,14.1664219,14.01436227,13.32829724,13.70813289,13.97087525,14.37895105,13.94887595,13.95128813,13.27617578,12.98871635,13.19660637,13.350115,12.72475269,13.06807918,13.1164528,13.1810231,13.60379189,13.09093925,12.9466435,13.6596159,13.23762024,13.29842039,13.70955304,13.30490687,13.31850489,13.37985772,12.97770151,13.89661224,13.93570062,13.00951515,13.19001102,13.48633873,13.43929293,13.77796261,13.92860487,14.22075808,13.57033245,13.49739806,13.57090894,12.56172714,13.1486366,13.46381943,13.52695606,13.41264754,12.32369204,12.97321589,13.72056192,12.77907907,13.59700573,12.89643674,12.98286515,13.29368803,12.76625788,13.52209957,13.49896808,13.59883862,13.72052645,13.62385791,13.02071374,13.42400404,12.72868566,13.56957024,12.59879797,13.46312583,13.96983634,13.99925415,13.83443574,14.55077501,13.95489684,13.38915884,12.79922591,13.33049966,13.73448605,12.98748409,13.08481831,13.41856572,13.04170837,13.01726929,13.47484911,13.64033846,13.44067159,13.50511136,13.68862083,13.54777169,13.3996655,13.43230314,14.05494566,13.51379524,13.5177024,13.23559832,13.31327393,13.46803768,13.4891671,13.64321262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:0/16:0)_C,16.75606692,16.71415721,16.61517109,16.53913384,16.42958728,16.47928315,16.34881183,16.33181164,16.86859456,16.5991533,16.78906362,16.50746251,16.72960822,16.59463236,16.99054433,16.99001414,16.86545951,16.73974431,16.88195572,16.51209882,16.73925742,16.89005638,16.91632829,16.79648115,16.61559187,16.74921935,17.04781965,17.39397707,16.76906315,17.04393378,16.66759544,16.91045124,16.56862281,17.03619705,16.52677885,16.59811019,16.39325801,16.6460058,16.48083504,16.37370969,16.63850696,16.79401703,16.60245237,16.11103077,16.7523079,16.8571546,17.04403444,16.97998045,16.91843923,17.0060448,16.65930577,16.30964721,16.96454329,17.15761635,16.8125629,17.18136554,16.80508871,16.803286,16.91622579,16.95855295,16.55041673,16.83637439,16.62291052,16.21009931,16.36173064,16.73004661,16.43630819,16.31522057,17.0549932,16.67891719,16.84693142,16.49777978,16.51310675,16.83520337,17.06735816,17.19032513,16.90939469,16.89988844,17.02475271,16.91138799,17.15709189,17.09094406,17.28859511,16.88250925,16.80949265,16.57824293,16.92827922,16.94134457,17.11792748,17.1019749,16.75526685,16.64540953,16.86495385,17.06365723,16.88395214,16.57290222,16.93326268,16.76479447,16.01030198,16.35896386,16.62343944,16.89813622,16.55505948,16.71318364,16.78826426,16.53508713,17.01350852,17.0217069,17.30033706,16.96303059,17.10837379,17.02032124,16.94044745,16.71557007,17.04679733,17.01849548,17.01588374,17.19080692,17.11825427,17.08981458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:0/17:1),11.62023262,10.98507099,12.41471351,12.05210132,12.51999853,13.2803314,11.68181036,11.17558214,13.64637296,12.65830122,11.61375614,12.82496993,12.82402808,12.45108957,11.92642621,11.21086998,11.27550308,12.50844613,11.45317162,12.47020871,12.6459014,11.57257237,12.77747734,11.80936995,10.87114696,12.31689228,12.38984224,13.86523156,10.86717077,10.69692344,12.78073956,13.2934705,11.78995578,13.17265643,11.19961895,13.04602377,12.67772521,12.4174632,10.93478186,11.01248584,12.43001585,13.27859011,10.43087616,11.89551,11.2006105,13.12114964,13.84700033,13.78704625,13.05600174,12.05622017,12.53381895,12.52042947,11.14699627,10.58933431,12.22805768,12.22282614,10.29278542,10.74180577,12.25542322,11.28553569,12.43025723,11.64095782,12.27498696,12.2966137,13.14129774,11.99078816,12.22386264,12.80130359,14.06211453,11.26714169,11.01216901,12.31503189,12.57508409,10.99917613,12.68139078,14.6633843,13.36610143,11.0511274,12.53358433,13.59511372,13.29778696,12.34582684,12.81528694,12.78770085,11.2988342,12.0975721,10.65519367,12.10509963,11.4076817,13.06844188,13.48020125,13.2387969,13.12991208,12.4154294,12.04305759,12.88266108,11.36715443,13.07844612,12.19846196,12.5078901,12.92182015,12.58072853,12.45126616,11.85825226,12.97873041,12.74046968,11.71957154,13.12965504,11.32809655,12.56239231,11.57438366,11.03789594,12.45574434,10.99631667,10.85983291,11.33091752,12.45366213,11.29930057,12.67939406,12.716959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:0/18:0),15.96441174,15.82400372,16.30297816,15.38987254,15.48018151,11.39105085,15.23003791,15.82180241,13.28098322,15.54317599,13.84785885,13.1935688,15.7041264,15.52878235,15.92022611,16.11950356,16.08145038,15.66424544,16.01420048,13.56358272,13.40866228,15.91505961,12.87690784,16.29891609,15.67702243,16.21532729,15.70376405,12.78149161,15.99170737,15.60386629,15.45682396,14.12722499,15.70558832,15.63336633,16.05624496,13.40777549,15.27473217,15.35323742,15.63017114,15.50411507,15.40863848,13.12062063,13.46575948,13.07890956,15.91954375,13.38391774,13.28221531,13.49342394,15.87421918,16.41525184,16.05931741,15.8198244,15.8837608,15.97088658,15.64033458,15.60043891,15.61570195,15.75190449,15.29375197,15.2650824,15.53089378,14.44717554,16.18557496,13.31922258,13.42786379,15.96179978,15.48113596,16.1785177,12.55476149,14.3918288,15.83296447,13.19322027,13.26459828,16.00001998,15.60423978,13.40222742,15.68386507,15.96190339,16.15469148,16.25084074,15.76173657,15.563609,16.04504182,13.70279592,15.79296313,15.11826099,15.82704056,15.20797833,15.96563632,13.44383369,13.57032762,13.45267168,15.61019406,16.16150466,16.16140863,13.81281906,16.00741397,15.63164128,15.88718759,13.34481207,14.68356025,15.60900432,13.16453988,16.09928118,16.15929138,16.01195692,16.23717973,15.78958518,16.01535161,15.5511059,16.13242922,15.96262065,15.75897532,15.44195325,14.37379506,15.57779639,13.19540002,15.80313682,13.27059948,15.2497241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:0/18:1)_A,18.1189898,18.31663132,17.51579918,16.62476342,17.53427546,16.79813326,17.95576462,18.34191965,17.81930468,17.89424238,18.03012916,17.88184675,17.82892877,17.94632706,18.19950251,18.30787653,18.13842869,17.77071624,17.8352435,17.92538424,17.74448124,18.18538305,17.53752928,18.03912262,17.9031057,17.6160409,17.88889215,17.98603421,18.09152045,18.31966435,17.95051823,18.42578209,18.20433886,17.88983366,18.18222858,17.9859419,18.30379935,18.04575642,17.93538709,18.50043131,16.55468509,17.42339256,17.70054087,17.54629924,18.132969,18.02853928,17.79231835,17.7139217,17.81538893,18.2244753,18.05447907,18.24400535,16.74557686,18.06405424,18.05000836,17.10078573,18.34371008,18.35190277,17.89052308,18.15410739,18.03944084,18.32723787,16.7515753,17.86990544,17.93204863,17.79768292,17.88160144,18.45014389,17.97864004,18.53306179,18.29172022,17.84586781,18.32164515,18.07137594,18.01439232,17.5715974,17.62184988,18.43737501,18.07770666,18.21672533,17.81548179,18.02040781,17.95601885,18.17047955,17.84990769,18.14659533,18.34048947,17.89480749,18.40307945,17.98692008,18.41529678,18.51420022,18.12458427,18.53380847,18.41459952,18.33975904,18.03270589,17.91526085,18.38050727,17.90564237,18.22971045,17.93257061,17.82634171,17.99799555,17.96880234,18.25813634,18.11192945,17.79121711,18.15885322,17.83344846,18.02311566,18.16697136,18.11045661,17.87238046,18.34806046,18.20336021,17.75077271,18.35605805,17.78878137,18.02783795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:0/18:1)_B_CoE,19.64998696,19.4463928,19.79331575,19.07577313,18.96604838,19.5414141,18.90838915,19.45999899,19.1250499,19.04454061,19.66040703,19.22747462,19.22555798,19.12071162,19.52721376,19.60834644,19.67433268,19.21240016,19.54946305,19.49855856,19.60472434,19.51910197,19.48043382,19.85689696,19.17809292,19.77695185,19.39974679,19.86655144,19.5289343,19.86477848,19.05860473,19.61883949,19.35956729,19.2276878,19.72153161,19.23948571,19.56036697,18.96691102,19.25215215,19.08676841,19.07923069,19.2471328,19.47324001,19.21265863,19.51284897,19.6511626,19.43826913,19.5012466,19.38422957,19.90909486,19.62429884,19.48579957,19.50918051,19.58385527,19.21615316,19.14313992,19.19010638,19.34302593,18.98230334,18.90540085,19.12426947,19.73846371,19.75574547,19.18028354,19.31617326,19.55456465,18.98698945,19.72437018,19.61746399,19.56366339,19.49299935,19.26950795,19.722708,19.63159208,19.30152995,19.47076527,19.16827675,19.54280177,19.78234539,19.8300469,19.30856379,19.18088288,19.65359341,19.51136791,19.29102556,19.31133486,19.43849472,18.75886805,19.53696747,19.25272979,19.78656453,19.7043507,19.22398287,19.71899041,19.7691352,19.4036262,19.56291476,19.08203134,19.5068989,19.07242224,19.65403136,19.17256278,19.14230771,19.57258467,19.70460999,19.66077376,19.74665563,19.32513187,19.61962885,19.18145381,19.68275304,19.48323789,19.32143051,19.0479528,19.4381725,19.23405538,18.94815467,19.36950985,18.91554537,18.91393322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG(16:0/20:4),13.65208145,13.47291456,13.28600992,13.77271926,13.42248181,13.66260336,13.37568393,13.72606684,14.00972483,13.42895172,13.7201103,13.9202213,13.86907163,13.20843793,13.34174252,13.72295631,13.43524937,13.24302394,13.22313584,13.48339087,14.19870414,13.52385547,14.14887938,13.31138011,13.98109894,13.67924306,13.38693788,13.41692262,12.93237655,13.64018022,13.40041235,13.69634426,13.75802005,13.395202,13.55768051,14.18330832,13.72765256,13.37942496,13.52971827,13.8019183,13.42971148,13.97972288,13.68374453,13.68086724,13.5196664,13.49158416,14.26048421,14.25908464,13.60226929,13.14408361,13.60437248,13.97969713,13.1901797,13.22188227,13.35170459,12.3981614,13.16819618,13.30271803,13.11856232,12.96476835,13.54997414,14.46677467,13.22750079,13.79662467,14.06075994,13.16449161,13.24835362,14.03149543,13.63374473,13.90949538,13.47575511,13.68063173,13.90698268,14.0485781,13.48280426,14.44742521,13.26891516,13.61798131,12.91717189,13.51488281,13.40953032,13.41553339,12.9049464,13.68174596,12.77106362,13.52091219,13.03047895,13.25678185,12.95784916,12.8259536,13.80954751,13.74229655,13.53725706,13.72271441,13.46073018,14.23201717,13.12899155,13.49007983,13.91301332,13.63132868,13.84329914,13.24308658,13.79226124,13.3867838,13.88890909,13.72106614,13.35825388,13.35526649,13.4777569,13.19580054,13.28436795,12.88138339,13.38322638,13.62881426,13.20474559,12.95036512,13.75296816,13.08602109,13.92870062,12.82087165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
